303	96	6282	13.000	31.77	413.01	2026-01-09 11:13:30.128977
304	96	6236	1.000	57.97	57.97	2026-01-09 11:13:30.128977
306	98	1595	-1.000	83.85	83.85	2026-01-12 11:02:02.903791
181	59	1965	4.000	86.55	346.20	2025-12-09 14:08:17.890319
182	60	130	-1.000	84.85	84.85	2025-12-11 07:59:49.957226
183	61	1975	-1.000	76.69	76.69	2025-12-11 08:10:42.401551
184	61	316	-1.000	54.48	54.48	2025-12-11 08:10:42.401551
185	61	153	-1.000	328.04	328.04	2025-12-11 08:10:42.401551
186	62	1477	1.000	252.88	252.88	2025-12-11 08:10:50.71032
189	65	530	-1.000	196.42	196.42	2025-12-11 08:17:35.830749
190	65	545	-1.000	69.69	69.69	2025-12-11 08:17:35.830749
191	65	580	-1.000	212.49	212.49	2025-12-11 08:17:35.830749
192	66	529	1.000	256.28	256.28	2025-12-11 08:18:11.101462
193	66	558	1.000	82.43	82.43	2025-12-11 08:18:11.101462
194	66	548	1.000	109.82	109.82	2025-12-11 08:18:11.101462
195	67	347	3.000	0.10	0.30	2025-12-11 08:49:33.693265
196	67	357	1.000	168.75	168.75	2025-12-11 08:49:33.693265
197	68	344	-3.000	76.54	229.62	2025-12-11 08:50:07.995704
198	68	345	-1.000	88.36	88.36	2025-12-11 08:50:07.995704
199	68	1559	-1.000	118.89	118.89	2025-12-11 08:50:07.995704
200	69	1559	-1.000	118.89	118.89	2025-12-11 11:55:10.585024
201	70	195	-20.000	321.22	6424.40	2025-12-11 12:16:09.32598
202	71	194	20.000	328.00	6560.00	2025-12-11 12:16:25.423589
307	98	1596	-1.000	183.43	183.43	2026-01-12 11:02:02.903791
308	98	6287	1.000	0.10	0.10	2026-01-12 11:02:02.903791
309	98	6288	1.000	0.10	0.10	2026-01-12 11:02:02.903791
310	98	1614	1.000	69.22	69.22	2026-01-12 11:02:02.903791
311	98	1598	1.000	167.38	167.38	2026-01-12 11:02:02.903791
312	98	1610	1.000	35.98	35.98	2026-01-12 11:02:02.903791
313	98	6289	1.000	0.10	0.10	2026-01-12 11:02:02.903791
314	98	1639	1.000	82.81	82.81	2026-01-12 11:02:02.903791
211	73	509	-1.000	128.65	128.65	2025-12-18 07:57:49.692269
212	74	548	1.000	93.18	93.18	2025-12-18 07:58:00.117381
213	75	63	-1.000	47.14	47.14	2025-12-18 08:05:18.179445
214	76	199	-2.000	76.01	152.02	2025-12-18 08:10:27.980791
215	76	232	-1.000	86.19	86.19	2025-12-18 08:10:27.980791
216	76	231	-2.000	60.01	120.02	2025-12-18 08:10:27.980791
217	76	1718	-1.000	62.43	62.43	2025-12-18 08:10:27.980791
218	77	1726	2.000	102.43	204.86	2025-12-18 08:10:57.006836
219	77	223	0.999	48.84	48.79	2025-12-18 08:10:57.006836
324	100	1726	-4.000	97.52	390.08	2026-01-12 11:10:05.115504
325	100	1725	-3.000	172.32	516.96	2026-01-12 11:10:05.115504
326	100	204	-1.000	65.55	65.55	2026-01-12 11:10:05.115504
327	100	196	-1.000	252.86	252.86	2026-01-12 11:10:05.115504
328	100	1712	-1.000	73.25	73.25	2026-01-12 11:10:05.115504
329	100	231	7.000	57.56	402.92	2026-01-12 11:10:05.115504
330	100	1687	1.000	143.89	143.89	2026-01-12 11:10:05.115504
331	100	1692	1.000	72.81	72.81	2026-01-12 11:10:05.115504
332	100	2297	1.000	0.10	0.10	2026-01-12 11:10:05.115504
340	102	1468	-1.000	56.18	56.18	2026-01-13 10:23:15.90271
341	102	527	-1.000	106.04	106.04	2026-01-13 10:23:15.90271
342	102	595	1.000	76.66	76.66	2026-01-13 10:23:15.90271
343	102	1509	1.000	81.98	81.98	2026-01-13 10:23:15.90271
344	102	630	1.000	57.18	57.18	2026-01-13 10:23:15.90271
345	102	635	1.000	103.31	103.31	2026-01-13 10:23:15.90271
348	104	1682	-1.000	117.56	117.56	2026-01-15 09:08:46.453365
349	104	227	-1.000	72.56	72.56	2026-01-15 09:08:46.453365
350	104	193	1.000	49.58	49.58	2026-01-15 09:08:46.453365
351	104	204	1.000	67.56	67.56	2026-01-15 09:08:46.453365
249	86	808	-5.000	106.75	533.75	2025-12-22 14:07:15.028465
250	86	1794	5.000	105.77	528.85	2025-12-22 14:07:15.028465
253	88	86	-1.000	55.80	55.80	2025-12-26 12:52:48.155852
263	91	516	-1.000	49.68	49.68	2025-12-31 08:47:30.352623
264	91	337	-2.000	49.68	99.36	2025-12-31 08:47:30.352623
265	91	1502	-1.000	129.60	129.60	2025-12-31 08:47:30.352623
266	91	541	-1.000	72.84	72.84	2025-12-31 08:47:30.352623
267	91	515	1.000	79.73	79.73	2025-12-31 08:47:30.352623
268	91	1473	1.000	59.69	59.69	2025-12-31 08:47:30.352623
269	91	560	1.000	69.67	69.67	2025-12-31 08:47:30.352623
270	91	561	1.000	129.69	129.69	2025-12-31 08:47:30.352623
271	91	557	1.000	70.97	70.97	2025-12-31 08:47:30.352623
\.


